,trend,seasonality,senoidal_cycle,residual
0,50973.0,21567.963975694438,778.8999794844011,
1,60323.0,20508.346788194445,538.6882543958033,
2,69672.99999999999,18201.987413194445,114.8955397296611,
3,42593.66666666667,8106.976996527776,833.55111662097,
4,22434.999999999985,-3648.926649305556,446.0124175363206,
5,16007.299999999967,-6067.24435763889,164.87145922154656,
6,9442.533333333326,-11052.640190972223,869.8062775424294,
7,5426.285714285674,-15526.525607638887,355.10597177840634,
8,2924.357142857152,-16876.905815972223,231.2457880409926,
9,2215.30555555554,-13876.710503472223,885.7789444924184,
10,474.2666666666628,-7965.509982638888,270.69918502692326,
11,2675.781818181822,6629.187934027779,310.5647737648429,
12,8139.439393939385,21567.963975694438,880.6379883557315,
13,19083.499999999993,2490.910590277779,197.1841189337585,
14,28583.51428571428,662.5407986111113,398.701095725271,
15,31684.532499999994,-2884.8667534722235,854.6509160138844,
16,31369.34053571429,-5807.218315972222,138.38609033711975,
17,29103.90178571428,280.9717881944448,491.0686279160705,
18,28063.785714285714,10694.429253472217,809.169950768683,
19,27509.928571428572,8496.722656250002,97.36462296188142,
20,27192.285714285714,6509.023003472223,582.8610755874636,
21,27002.35714285714,779.0811631944429,746.5616701316251,
22,26965.714285714286,-5087.787760416667,76.25424675162418,
23,27239.35714285714,-1835.1002604166667,669.3020682025906,
24,28612.285714285714,5257.661892361108,670.0838622387158,
25,30139.285714285714,2490.910590277779,76.15342875357413,
26,32389.785714285714,662.5407986111113,745.8936953039213,
27,32532.35714285714,-2884.8667534722235,583.7160086007414,
28,31539.071428571428,-5807.218315972222,97.06741497791722,
29,30872.928571428572,280.9717881944448,808.6505528595101,
30,30365.071428571428,8519.722309027773,491.9522139279788,
31,30466.35714285714,6094.397829861113,137.9079574244866,
32,30254.428571428572,4170.430121527778,854.3071216134815,
33,29974.285714285714,-686.4980034722237,399.5673578139485,
34,30409.428571428572,-5375.559982638888,196.54994048084313,
35,31164.14285714286,-988.6714409722221,880.4876866204124,
36,32772.357142857145,5257.661892361108,311.3686364494359,
37,35797.142857142855,2490.910590277779,269.94196016770957,
38,37418.357142857145,662.5407986111113,885.8299562919652,
39,38031.857142857145,-2884.866753472224,231.94542276000428,
40,35938.78571428572,-5807.218315972222,354.2651023002476,
41,33995.857142857145,280.9717881944448,870.0559485053489,
42,32810.71428571428,7587.705047123011,165.43046085948868,
43,31773.214285714286,5064.830047123018,445.13165762928895,
44,30681.0,3168.1760292658732,833.9864552532724,
45,30175.928571428572,-1314.603360615081,115.28482093761505,
46,30483.85714285714,-5498.89093501984,537.8134339269161,
47,31392.428571428572,-625.9162326388887,779.4983331750318,
48,33656.142857142855,5257.661892361108,84.11780433835446,
49,35008.857142857145,2490.910590277779,627.4877849206355,
50,35604.0,662.5407986111113,709.4268423328851,
51,35025.07142857143,-2884.8667534722235,73.55116997087924,
52,34511.0,-5807.218315972222,709.4885540925184,
53,32861.78571428572,280.9717881944448,627.4181149830704,
54,32024.64285714286,7069.917679398144,84.13474695889391,
55,31385.714285714286,4492.847945601853,779.5488756185628,
56,30720.928571428572,2611.3682002314818,537.739431049048,
57,30576.64285714286,-1663.5507812500014,115.31782457855644,
58,31228.928571428572,-5567.4081307870365,834.0231984318954,
59,31843.14285714286,-424.3855613425924,445.05717251095587,
60,34131.21428571428,5257.661892361108,165.47780819417034,
